Record_ID,Bottle_ID,Customer_Name,Customer_Code,Service_Class,Product_Name,Category,Brand,Bottle_Size,Fill_Level,Seal_Status,Cleanliness_Score,Label_Status,Bottle_Condition,Inbound_Flight,Origin,Destination,SLA_Reuse_Policy,Recommended_Action
0121,WINE_1121,Cathay Pacific,CX,Business,Penfolds Wine 1000ml,Wine,Penfolds,1000,50%,Sealed,Good,Slightly_Damaged,Poor,CX140,ZRH,DXB,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
0122,LIQU_1122,Turkish Airlines,TK,First,Kahl£a Liqueur 750ml,Liqueur,Kahl£a,750,90%,Resealed,Excellent,Heavily_Damaged,Excellent,TK201,JFK,DOH,Refill if fill between 60?80% and reseal,Discard
0123,CHAM_1123,Emirates,EK,First,Taittinger Champagne 1000ml,Champagne,Taittinger,1000,80%,Opened,Excellent,Heavily_Damaged,Acceptable,EK901,SIN,HKG,Replace if fill <80% or label damaged,Discard
0124,CHAM_1124,Air France,AF,Business,Piper-Heidsieck Champagne 1000ml,Champagne,Piper-Heidsieck,1000,55%,Opened,Excellent,Slightly_Damaged,Excellent,AF766,DXB,DOH,Keep all sealed bottles unopened,Discard
0125,WINE_1125,Lufthansa,LH,First,Villa Maria Wine 750ml,Wine,Villa Maria,750,60%,Sealed,Poor,Slightly_Damaged,Acceptable,LH957,HKG,DOH,Refill if fill <90% using incoming bottles and reseal,Discard
0126,CHAM_1126,Turkish Airlines,TK,Business,Taittinger Champagne 750ml,Champagne,Taittinger,750,55%,Resealed,Fair,Intact,Excellent,TK874,IST,SIN,Refill if fill between 60?80% and reseal,Discard
0127,LIQU_1127,Qatar Airways,QR,First,Baileys Liqueur 1000ml,Liqueur,Baileys,1000,55%,Resealed,Excellent,Slightly_Damaged,Poor,QR863,DXB,CDG,"If fill 100% but opened, add 1 additional sealed bottle",Discard
0128,WINE_1128,Lufthansa,LH,Business,Chƒteau Legrand Wine 1000ml,Wine,Chƒteau Legrand,1000,60%,Sealed,Fair,Intact,Acceptable,LH777,IST,DOH,Refill if fill <90% using incoming bottles and reseal,Discard
0129,SPIR_1129,Emirates,EK,First,Glenlivet Spirits 750ml,Spirits,Glenlivet,750,95%,Sealed,Excellent,Heavily_Damaged,Poor,EK996,SIN,FRA,Replace if fill <80% or label damaged,Replace
0130,LIQU_1130,Turkish Airlines,TK,First,Kahl£a Liqueur 750ml,Liqueur,Kahl£a,750,85%,Resealed,Fair,Intact,Poor,TK318,HKG,JFK,Refill if fill between 60?80% and reseal,Discard
0131,WINE_1131,Turkish Airlines,TK,First,Robert Mondavi Wine 750ml,Wine,Robert Mondavi,750,85%,Resealed,Good,Heavily_Damaged,Acceptable,TK821,HKG,DOH,Refill if fill between 60?80% and reseal,Discard
0132,LIQU_1132,Air France,AF,Business,Grand Marnier Liqueur 1000ml,Liqueur,Grand Marnier,1000,85%,Opened,Excellent,Heavily_Damaged,Poor,AF327,DOH,ZRH,Keep all sealed bottles unopened,Discard
0133,LIQU_1133,Air France,AF,Business,Kahl£a Liqueur 750ml,Liqueur,Kahl£a,750,75%,Resealed,Excellent,Intact,Acceptable,AF100,CDG,FRA,Keep all sealed bottles unopened,Discard
0134,SPIR_1134,British Airways,BA,First,Bombay Sapphire Spirits 1000ml,Spirits,Bombay Sapphire,1000,60%,Opened,Poor,Intact,Acceptable,BA856,HKG,JFK,Keep all sealed bottles unopened,Discard
0135,WINE_1135,Etihad Airways,EY,Business,Chƒteau RiviŠre Wine 750ml,Wine,Chƒteau RiviŠre,750,90%,Resealed,Excellent,Heavily_Damaged,Acceptable,EY561,CDG,IST,Discard all opened bottles,Keep
0136,LIQU_1136,Swiss Intl Air Lines,LX,Business,Baileys Liqueur 750ml,Liqueur,Baileys,750,75%,Opened,Excellent,Heavily_Damaged,Excellent,LX927,DOH,FRA,Reuse if >70% fill and sealed,Discard
0137,LIQU_1137,Singapore Airlines,SQ,First,Kahl£a Liqueur 1000ml,Liqueur,Kahl£a,1000,50%,Resealed,Excellent,Heavily_Damaged,Acceptable,SQ155,DOH,LHR,Keep if fill >85% and resealed,Discard
0138,SPIR_1138,Turkish Airlines,TK,First,Tanqueray Spirits 750ml,Spirits,Tanqueray,750,100%,Sealed,Poor,Slightly_Damaged,Acceptable,TK507,IST,JFK,Refill if fill between 60?80% and reseal,Discard
0139,WINE_1139,Qatar Airways,QR,First,Cloudy Bay Wine 750ml,Wine,Cloudy Bay,750,50%,Opened,Good,Heavily_Damaged,Acceptable,QR175,CDG,FRA,"If fill 100% but opened, add 1 additional sealed bottle",Discard
0140,WINE_1140,Singapore Airlines,SQ,First,Chƒteau RiviŠre Wine 750ml,Wine,Chƒteau RiviŠre,750,75%,Resealed,Fair,Slightly_Damaged,Acceptable,SQ788,ZRH,ZRH,Keep if fill >85% and resealed,Discard
0141,CHAM_1141,British Airways,BA,First,Veuve Clicquot Champagne 750ml,Champagne,Veuve Clicquot,750,85%,Resealed,Good,Slightly_Damaged,Acceptable,BA894,HKG,HKG,Keep all sealed bottles unopened,Discard
0142,CHAM_1142,Swiss Intl Air Lines,LX,Business,Mo‰t & Chandon Champagne 1000ml,Champagne,Mo‰t & Chandon,1000,60%,Resealed,Fair,Slightly_Damaged,Acceptable,LX319,DXB,IST,Reuse if >70% fill and sealed,Discard
0143,CHAM_1143,Air France,AF,Business,Veuve Clicquot Champagne 1000ml,Champagne,Veuve Clicquot,1000,70%,Resealed,Excellent,Intact,Excellent,AF279,ZRH,ZRH,Keep all sealed bottles unopened,Discard
0144,LIQU_1144,Turkish Airlines,TK,Business,Cointreau Liqueur 750ml,Liqueur,Cointreau,750,85%,Resealed,Excellent,Heavily_Damaged,Acceptable,TK119,HKG,ZRH,Refill if fill between 60?80% and reseal,Keep
0145,WINE_1145,Etihad Airways,EY,First,Penfolds Wine 1000ml,Wine,Penfolds,1000,90%,Sealed,Fair,Slightly_Damaged,Acceptable,EY401,ZRH,DXB,Discard all opened bottles,Discard
0146,CHAM_1146,Air France,AF,First,Taittinger Champagne 1000ml,Champagne,Taittinger,1000,85%,Sealed,Good,Heavily_Damaged,Acceptable,AF533,SIN,JFK,Keep all sealed bottles unopened,Discard
0147,WINE_1147,Cathay Pacific,CX,First,Penfolds Wine 1000ml,Wine,Penfolds,1000,85%,Resealed,Fair,Intact,Excellent,CX450,HKG,LHR,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
0148,CHAM_1148,Swiss Intl Air Lines,LX,Business,Mo‰t & Chandon Champagne 1000ml,Champagne,Mo‰t & Chandon,1000,70%,Resealed,Fair,Intact,Acceptable,LX521,DXB,IST,Reuse if >70% fill and sealed,Discard
0149,CHAM_1149,Emirates,EK,First,Veuve Clicquot Champagne 750ml,Champagne,Veuve Clicquot,750,90%,Opened,Good,Intact,Excellent,EK828,CDG,CDG,Replace if fill <80% or label damaged,Keep
0150,LIQU_1150,British Airways,BA,Business,Baileys Liqueur 750ml,Liqueur,Baileys,750,50%,Sealed,Poor,Slightly_Damaged,Poor,BA712,DOH,DOH,Keep all sealed bottles unopened,Discard
0151,LIQU_1151,Turkish Airlines,TK,Business,Baileys Liqueur 1000ml,Liqueur,Baileys,1000,80%,Opened,Excellent,Slightly_Damaged,Acceptable,TK331,JFK,HKG,Refill if fill between 60?80% and reseal,Discard
0152,CHAM_1152,Emirates,EK,First,Mo‰t & Chandon Champagne 1000ml,Champagne,Mo‰t & Chandon,1000,75%,Sealed,Good,Heavily_Damaged,Acceptable,EK695,DOH,FRA,Replace if fill <80% or label damaged,Replace
0153,WINE_1153,Lufthansa,LH,First,Penfolds Wine 1000ml,Wine,Penfolds,1000,75%,Resealed,Good,Heavily_Damaged,Poor,LH402,ZRH,CDG,Refill if fill <90% using incoming bottles and reseal,Keep
0154,SPIR_1154,Turkish Airlines,TK,First,Tanqueray Spirits 750ml,Spirits,Tanqueray,750,85%,Resealed,Good,Slightly_Damaged,Acceptable,TK195,JFK,DXB,Refill if fill between 60?80% and reseal,Discard
0155,CHAM_1155,Singapore Airlines,SQ,Business,Piper-Heidsieck Champagne 1000ml,Champagne,Piper-Heidsieck,1000,50%,Sealed,Good,Intact,Excellent,SQ762,JFK,SIN,Keep if fill >85% and resealed,Discard
0156,SPIR_1156,Cathay Pacific,CX,First,Bombay Sapphire Spirits 1000ml,Spirits,Bombay Sapphire,1000,50%,Sealed,Poor,Intact,Poor,CX312,ZRH,ZRH,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
0157,WINE_1157,Lufthansa,LH,First,Cloudy Bay Wine 1000ml,Wine,Cloudy Bay,1000,95%,Sealed,Fair,Intact,Excellent,LH300,ZRH,DXB,Refill if fill <90% using incoming bottles and reseal,Discard
0158,WINE_1158,Air France,AF,Business,Villa Maria Wine 750ml,Wine,Villa Maria,750,60%,Sealed,Good,Slightly_Damaged,Excellent,AF392,DXB,IST,Keep all sealed bottles unopened,Keep
0159,WINE_1159,Etihad Airways,EY,First,Penfolds Wine 750ml,Wine,Penfolds,750,70%,Sealed,Good,Slightly_Damaged,Excellent,EY751,LHR,ZRH,Discard all opened bottles,Keep
0160,LIQU_1160,Etihad Airways,EY,First,Disaronno Liqueur 1000ml,Liqueur,Disaronno,1000,90%,Opened,Poor,Intact,Excellent,EY292,FRA,HKG,Discard all opened bottles,Discard
0161,CHAM_1161,Qatar Airways,QR,First,Veuve Clicquot Champagne 1000ml,Champagne,Veuve Clicquot,1000,60%,Sealed,Fair,Heavily_Damaged,Poor,QR253,FRA,IST,"If fill 100% but opened, add 1 additional sealed bottle",Discard
0162,SPIR_1162,Etihad Airways,EY,Business,Glenlivet Spirits 1000ml,Spirits,Glenlivet,1000,85%,Resealed,Fair,Slightly_Damaged,Poor,EY183,IST,CDG,Discard all opened bottles,Keep
0163,LIQU_1163,Lufthansa,LH,Business,Kahl£a Liqueur 750ml,Liqueur,Kahl£a,750,80%,Opened,Excellent,Intact,Acceptable,LH122,JFK,JFK,Refill if fill <90% using incoming bottles and reseal,Discard
0164,SPIR_1164,Cathay Pacific,CX,Business,Johnnie Walker Spirits 750ml,Spirits,Johnnie Walker,750,95%,Resealed,Fair,Intact,Poor,CX241,ZRH,SIN,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
0165,SPIR_1165,Emirates,EK,Business,Absolut Spirits 750ml,Spirits,Absolut,750,90%,Opened,Excellent,Slightly_Damaged,Acceptable,EK880,ZRH,JFK,Replace if fill <80% or label damaged,Discard
0166,SPIR_1166,Swiss Intl Air Lines,LX,Business,Glenlivet Spirits 1000ml,Spirits,Glenlivet,1000,75%,Sealed,Fair,Slightly_Damaged,Excellent,LX867,IST,JFK,Reuse if >70% fill and sealed,Discard
0167,SPIR_1167,British Airways,BA,Business,Tanqueray Spirits 1000ml,Spirits,Tanqueray,1000,70%,Sealed,Poor,Intact,Excellent,BA627,ZRH,LHR,Keep all sealed bottles unopened,Keep
0168,CHAM_1168,Swiss Intl Air Lines,LX,First,Mo‰t & Chandon Champagne 1000ml,Champagne,Mo‰t & Chandon,1000,80%,Resealed,Poor,Intact,Acceptable,LX995,JFK,SIN,Reuse if >70% fill and sealed,Discard
0169,LIQU_1169,Emirates,EK,First,Kahl£a Liqueur 750ml,Liqueur,Kahl£a,750,65%,Opened,Poor,Slightly_Damaged,Poor,EK399,FRA,CDG,Replace if fill <80% or label damaged,Replace
0170,LIQU_1170,Turkish Airlines,TK,Business,Disaronno Liqueur 1000ml,Liqueur,Disaronno,1000,100%,Opened,Good,Heavily_Damaged,Acceptable,TK275,HKG,SIN,Refill if fill between 60?80% and reseal,Keep
0171,SPIR_1171,Qatar Airways,QR,First,Absolut Spirits 750ml,Spirits,Absolut,750,60%,Resealed,Fair,Slightly_Damaged,Excellent,QR961,FRA,HKG,"If fill 100% but opened, add 1 additional sealed bottle",Discard
0172,SPIR_1172,Air France,AF,First,Glenlivet Spirits 1000ml,Spirits,Glenlivet,1000,85%,Opened,Poor,Slightly_Damaged,Poor,AF307,DOH,SIN,Keep all sealed bottles unopened,Discard
0173,WINE_1173,Lufthansa,LH,Business,Chƒteau RiviŠre Wine 1000ml,Wine,Chƒteau RiviŠre,1000,65%,Sealed,Fair,Slightly_Damaged,Poor,LH439,CDG,JFK,Refill if fill <90% using incoming bottles and reseal,Discard
0174,WINE_1174,Swiss Intl Air Lines,LX,Business,Penfolds Wine 750ml,Wine,Penfolds,750,95%,Sealed,Poor,Intact,Acceptable,LX714,FRA,CDG,Reuse if >70% fill and sealed,Keep
0175,CHAM_1175,Air France,AF,Business,Veuve Clicquot Champagne 1000ml,Champagne,Veuve Clicquot,1000,60%,Opened,Poor,Intact,Acceptable,AF302,SIN,DXB,Keep all sealed bottles unopened,Discard
0176,SPIR_1176,Etihad Airways,EY,First,Tanqueray Spirits 750ml,Spirits,Tanqueray,750,85%,Resealed,Good,Slightly_Damaged,Acceptable,EY353,HKG,DXB,Discard all opened bottles,Discard
0177,LIQU_1177,Cathay Pacific,CX,First,Disaronno Liqueur 1000ml,Liqueur,Disaronno,1000,100%,Sealed,Excellent,Intact,Excellent,CX981,DXB,HKG,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Keep
0178,WINE_1178,Swiss Intl Air Lines,LX,Business,Penfolds Wine 750ml,Wine,Penfolds,750,100%,Resealed,Poor,Heavily_Damaged,Poor,LX285,DXB,FRA,Reuse if >70% fill and sealed,Discard
0179,SPIR_1179,Swiss Intl Air Lines,LX,First,Glenlivet Spirits 1000ml,Spirits,Glenlivet,1000,65%,Resealed,Poor,Slightly_Damaged,Acceptable,LX173,JFK,DOH,Reuse if >70% fill and sealed,Discard
0180,SPIR_1180,Cathay Pacific,CX,Business,Bombay Sapphire Spirits 750ml,Spirits,Bombay Sapphire,750,95%,Sealed,Fair,Intact,Acceptable,CX652,ZRH,IST,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
0181,LIQU_1181,Etihad Airways,EY,First,Baileys Liqueur 750ml,Liqueur,Baileys,750,90%,Opened,Poor,Intact,Poor,EY971,SIN,HKG,Discard all opened bottles,Discard
0182,CHAM_1182,Etihad Airways,EY,First,Veuve Clicquot Champagne 1000ml,Champagne,Veuve Clicquot,1000,100%,Sealed,Good,Heavily_Damaged,Acceptable,EY506,DXB,ZRH,Discard all opened bottles,Keep
0183,LIQU_1183,Turkish Airlines,TK,Business,Grand Marnier Liqueur 750ml,Liqueur,Grand Marnier,750,85%,Resealed,Poor,Slightly_Damaged,Excellent,TK446,JFK,SIN,Refill if fill between 60?80% and reseal,Keep
0184,SPIR_1184,Singapore Airlines,SQ,Business,Tanqueray Spirits 750ml,Spirits,Tanqueray,750,85%,Sealed,Poor,Slightly_Damaged,Excellent,SQ232,DXB,JFK,Keep if fill >85% and resealed,Discard
0185,WINE_1185,British Airways,BA,Business,Chƒteau RiviŠre Wine 750ml,Wine,Chƒteau RiviŠre,750,80%,Sealed,Poor,Heavily_Damaged,Acceptable,BA581,ZRH,DOH,Keep all sealed bottles unopened,Discard
0186,LIQU_1186,Singapore Airlines,SQ,Business,Grand Marnier Liqueur 750ml,Liqueur,Grand Marnier,750,80%,Resealed,Good,Slightly_Damaged,Excellent,SQ928,SIN,ZRH,Keep if fill >85% and resealed,Discard
0187,LIQU_1187,Qatar Airways,QR,Business,Cointreau Liqueur 750ml,Liqueur,Cointreau,750,70%,Opened,Excellent,Heavily_Damaged,Excellent,QR329,ZRH,DXB,"If fill 100% but opened, add 1 additional sealed bottle",Discard
0188,WINE_1188,Swiss Intl Air Lines,LX,First,Chƒteau Legrand Wine 750ml,Wine,Chƒteau Legrand,750,80%,Resealed,Poor,Heavily_Damaged,Acceptable,LX195,SIN,DXB,Reuse if >70% fill and sealed,Discard
0189,WINE_1189,Air France,AF,Business,Robert Mondavi Wine 750ml,Wine,Robert Mondavi,750,75%,Opened,Excellent,Intact,Excellent,AF722,LHR,JFK,Keep all sealed bottles unopened,Discard
0190,SPIR_1190,Etihad Airways,EY,First,Glenlivet Spirits 750ml,Spirits,Glenlivet,750,65%,Resealed,Fair,Heavily_Damaged,Poor,EY673,DXB,JFK,Discard all opened bottles,Discard
0191,LIQU_1191,Etihad Airways,EY,First,Baileys Liqueur 750ml,Liqueur,Baileys,750,100%,Resealed,Good,Intact,Excellent,EY784,ZRH,SIN,Discard all opened bottles,Keep
0192,WINE_1192,Swiss Intl Air Lines,LX,First,Penfolds Wine 750ml,Wine,Penfolds,750,65%,Sealed,Fair,Slightly_Damaged,Acceptable,LX488,SIN,HKG,Reuse if >70% fill and sealed,Discard
0193,CHAM_1193,British Airways,BA,Business,Laurent-Perrier Champagne 1000ml,Champagne,Laurent-Perrier,1000,95%,Resealed,Good,Heavily_Damaged,Excellent,BA389,LHR,LHR,Keep all sealed bottles unopened,Discard
0194,LIQU_1194,Etihad Airways,EY,Business,Baileys Liqueur 1000ml,Liqueur,Baileys,1000,60%,Resealed,Poor,Slightly_Damaged,Poor,EY385,DOH,CDG,Discard all opened bottles,Keep
0195,CHAM_1195,Etihad Airways,EY,Business,Taittinger Champagne 1000ml,Champagne,Taittinger,1000,70%,Sealed,Excellent,Heavily_Damaged,Excellent,EY308,DOH,ZRH,Discard all opened bottles,Keep
0196,WINE_1196,Cathay Pacific,CX,Business,Chƒteau RiviŠre Wine 1000ml,Wine,Chƒteau RiviŠre,1000,95%,Opened,Good,Slightly_Damaged,Acceptable,CX828,JFK,CDG,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
0197,WINE_1197,Singapore Airlines,SQ,Business,Villa Maria Wine 750ml,Wine,Villa Maria,750,60%,Opened,Good,Slightly_Damaged,Acceptable,SQ249,FRA,ZRH,Keep if fill >85% and resealed,Discard
0198,WINE_1198,Lufthansa,LH,First,Penfolds Wine 1000ml,Wine,Penfolds,1000,60%,Opened,Excellent,Intact,Poor,LH173,SIN,DXB,Refill if fill <90% using incoming bottles and reseal,Discard
0199,CHAM_1199,British Airways,BA,First,Taittinger Champagne 750ml,Champagne,Taittinger,750,75%,Resealed,Poor,Intact,Poor,BA545,CDG,ZRH,Keep all sealed bottles unopened,Discard
0200,LIQU_1200,Cathay Pacific,CX,First,Cointreau Liqueur 750ml,Liqueur,Cointreau,750,75%,Opened,Poor,Heavily_Damaged,Poor,CX132,ZRH,HKG,"If fill between 60?80%, add 1 additional sealed bottle for next flight",Discard
